X_WGS84,Y_WGS84,ConnochaetesGnou,GuloGulo,PantheraOnca,PteropusGiganteus,TenrecEcaudatus,VulpesVulpes,bio3,bio4,bio7,bio11,bio12
115.5,64.00000782,0,1,0,0,0,1,16.97222199,18993.44452,641.7500094,-353.7500678,312.7224135
118.5,64.00000782,0,1,0,0,0,1,16.88889058,19038.47146,640.3611036,-344.3055813,284.3889538
121.5,64.00000782,0,1,0,0,0,1,15.41667101,19566.63662,647.4166311,-352.027726,281.8610648
124.5,64.00000782,0,1,0,0,0,1,14.61111572,20104.63553,654.94439,-366.4999042,278.777794
127.5,64.00000782,0,1,0,0,0,1,15.05554952,20935.634,677.7776213,-396.5831304,290.4442764
130.5,64.00000782,0,1,0,0,0,1,15.61110773,21971.49476,708.388758,-428.333186,300.2499528
133.5,64.00000782,0,1,0,0,0,1,16,22313.61309,718.0000567,-440.861089,308.4720463
136.5,64.00000782,0,1,0,0,0,1,16.66664971,21427.84003,689.7224283,-429.4722968,332.4162912
139.5,64.00000782,0,1,0,0,0,1,17.27777804,20696.08408,665.0555679,-447.7499422,405.2223298
142.5,64.00000782,0,1,0,0,0,1,18,21277.24914,681.6666345,-447.1666974,298.8892829
145.5,64.00000782,0,1,0,0,0,1,17.33334205,19567.79204,625.9449044,-419.2780216,308.6108386
148.5,64.00000782,0,1,0,0,0,1,16.94444115,18213.53055,583.2222841,-372.8892661,294.5558323
151.5,64.00000782,0,1,0,0,0,1,17.16666355,18920.88395,610.0831321,-357.8887631,298.1664275
154.5,64.00000782,0,1,0,0,0,1,17.52778404,18278.84391,595.2503081,-349.944624,289.7501123
157.5,64.00000782,0,1,0,0,0,1,17.47222175,16916.72924,554.9446456,-339.9445497,340.2495797
160.5,64.00000782,0,1,0,0,0,1,17.86110472,15860.45212,522.1669246,-315.1391608,327.6115052
163.5,64.00000782,0,1,0,0,0,1,18.61110765,14979.44771,491.8334582,-296.2779222,350.9718645
166.5,64.00000782,0,1,0,0,0,1,19.13889214,14835.50265,492.027765,-278.4724386,388.77774
169.5,64.00000782,0,1,0,0,0,1,20.91665923,14164.39614,487.2779162,-251.3056662,403.8053161
172.5,64.00000782,0,1,0,0,0,1,20.66667541,13019.09178,451.9725308,-230.3334738,355.0836198
175.5,64.00000782,0,1,0,0,0,1,18.55556984,12108.47729,416.7224071,-210.3891307,352.4167067
178.5,64.00000782,0,1,0,0,0,1,17.20000367,11323.84149,386.7502737,-195.9000315,403.732695
-172.5,61.00000782,0,0,0,0,0,0,22,6541.5007,236.0000302,-92.000016,617.99995
-166.5,61.00000782,0,1,0,0,0,1,23.24999924,7814.916802,277.2500029,-102.7500072,666.4166295
-163.5,61.00000782,0,1,0,0,0,1,22.64705871,9158.117996,317.9411853,-123.6764825,556.2352343
-160.5,61.00000782,0,1,0,0,0,1,22.80555463,10302.80663,361.1944719,-149.2222352,491.5276369
-157.5,61.00000782,0,1,0,0,0,1,23.88888724,10658.52946,380.6389402,-153.0833756,529.0554875
-154.5,61.00000782,0,1,0,0,0,1,26.80555203,9557.558539,360.9723069,-140.2778501,558.83316
-151.5,61.00000782,0,1,0,0,0,1,27.85294067,8522.620095,329.3824406,-106.5588919,622.9409593
-148.5,61.00000782,0,1,0,0,0,1,27.51428547,7635.745333,294.0858047,-97.4000276,870.6566573
-145.5,61.00000782,0,1,0,0,0,1,28.83870578,8925.71343,350.000128,-126.6774998,996.353823
-142.5,61.00000782,0,1,0,0,0,1,27.71874961,9089.096948,353.00011,-155.6250499,1083.717928
-139.5,61.00000782,0,1,0,0,0,1,27.30555357,10250.36352,398.5278499,-180.6112285,868.0270016
-136.5,61.00000782,0,1,0,0,0,1,26.6944418,11076.39129,438.0556332,-185.9722727,392.6665792
-133.5,61.00000782,0,1,0,0,0,1,26.08333141,11119.49998,447.694443,-185.7777899,319.8332772
-130.5,61.00000782,0,1,0,0,0,1,26.22222012,12034.83326,468.6944575,-210.6666874,479.0831527
-127.5,61.00000782,0,1,0,0,0,1,23.08333342,12711.8605,480.6388647,-222.0555806,514.6111649
-124.5,61.00000782,0,1,0,0,0,1,21.5555574,13744.13735,491.1110785,-222.083381,449.9445117
-121.5,61.00000782,0,1,0,0,0,1,20.80555406,14850.69525,524.8888896,-232.6388891,385.2222256
-118.5,61.00000782,0,1,0,0,0,1,20.69444472,14742.7232,528.3333574,-236.6388946,340.2221675
-115.5,61.00000782,0,1,0,0,0,1,19.66666685,14623.94563,518.5555928,-233.083354,326.2499425
-112.5,61.00000782,0,1,0,0,0,1,19.19444324,14636.97252,521.2222147,-237.2777846,319.9999357
-109.5,61.00000782,0,1,0,0,0,1,18.05555757,14932.55571,526.2222291,-253.6388872,328.4999319
-106.5,61.00000782,0,1,0,0,0,1,17.74999988,15117.8057,531.8055483,-269.3333362,343.9999245
-103.5,61.00000782,0,1,0,0,0,1,17.11111171,15160.38906,528.2222299,-277.0000048,343.1110561
-100.5,61.00000782,0,1,0,0,0,1,16.69444607,15420.02801,534.1666648,-289.2222257,318.5277159
-97.5,61.00000782,0,1,0,0,0,1,17.02777776,15251.36195,530.3889035,-291.4166882,340.9165863
-94.5,61.00000782,0,1,0,0,0,1,16.59259521,15025.33419,519.8889199,-291.7037223,332.1111026
-91.5,61.00000782,0,0,0,0,0,0,16,14873.33501,507.3333877,-297.0000208,297.3333836
-82.5,61.00000782,0,0,0,0,0,0,19,13157.00212,473.0000591,-263.000039,293.6666367
-79.5,61.00000782,0,0,0,0,0,0,17.45000559,11963.90073,420.4500355,-242.4000094,313.0999706
-76.5,61.00000782,0,1,0,0,0,1,16.30555848,11616.97199,404.2499951,-237.8611156,368.8609924
-73.5,61.00000782,0,1,0,0,0,1,16.34285598,11518.20049,401.8285801,-237.4571773,415.8285843
-70.5,61.00000782,0,1,0,0,0,1,17.55554692,11002.50106,389.7222388,-219.4445076,391.889008
-67.5,61.00000782,0,1,0,0,0,1,17.44442893,10535.22598,367.7779097,-218.2223844,383.8893386
-64.5,61.00000782,0,1,0,0,0,1,18.49999581,9196.809966,326.0385163,-184.1923805,381.6923438
-49.5,61.00000782,0,0,0,0,0,0,29.36362916,5099.453216,203.9999648,-74.27265941,1047.453636
-46.5,61.00000782,0,0,0,0,0,0,26.46153982,5678.30689,220.4999841,-101.6922632,1257.884041
-43.5,61.00000782,0,0,0,0,0,0,26.59996413,5201.121594,202.4001128,-88.60033223,1807.667026
-7.5,61.00000782,0,0,0,0,0,0,35.40000177,2786.000876,118.9999965,28.39987753,1427.201269
-1.5,61.00000782,0,0,0,0,0,0,32.60002615,3230.799084,132.3999663,29.60008401,1195.19899
4.5,61.00000782,0,0,0,0,0,1,26.99999606,4392.995587,168.9331702,10.06679095,2243.864878
7.5,61.00000782,0,1,0,0,0,1,27.13889045,5891.019103,230.5829665,-66.47182176,1438.310247
10.5,61.00000782,0,1,0,0,0,1,25.41667125,7720.887354,296.5555375,-81.0834789,706.3338203
13.5,61.00000782,0,1,0,0,0,1,25.47221839,7848.361012,303.0555178,-71.61120322,678.6667728
16.5,61.00000782,0,1,0,0,0,1,25.82354084,8001.911885,312.9265227,-60.79415379,636.1324563
19.5,61.00000782,0,0,0,0,0,1,23.80001432,7351.400798,277.8000262,-36.40002459,537.0001376
22.5,61.00000782,0,1,0,0,0,1,24.41176687,8085.115954,314.0293523,-58.26467987,610.8528682
25.5,61.00000782,0,1,0,0,0,1,22.58065254,8583.547166,324.8387291,-69.83871607,631.1934295
28.5,61.00000782,0,1,0,0,0,1,21.36363608,8989.196149,331.4545358,-75.24242414,650.2727212
31.5,61.00000782,0,1,0,0,0,1,21.38888312,9271.582641,347.2221721,-87.91663791,637.9443314
34.5,61.00000782,0,1,0,0,0,1,21.74999575,9518.665287,361.7499295,-98.24997779,655.8332877
37.5,61.00000782,0,1,0,0,0,1,21.69444633,10010.02633,382.2221585,-109.1666436,629.0280629
40.5,61.00000782,0,1,0,0,0,1,21.66666862,10159.27725,389.749977,-115.444427,625.8888697
43.5,61.00000782,0,1,0,0,0,1,21.11111378,10316.91539,398.9721704,-120.9721832,601.8611306
46.5,61.00000782,0,1,0,0,0,1,20.83333213,10778.80359,414.8610728,-132.2221723,589.9999467
49.5,61.00000782,0,1,0,0,0,1,19.44444516,11194.9431,422.4444226,-138.1944377,606.8055734
52.5,61.00000782,0,1,0,0,0,1,19.02777778,11450.11047,430.9721991,-144.8055378,617.8609439
55.5,61.00000782,0,1,0,0,0,1,19.77777421,11650.22153,438.4166305,-151.4721933,671.6663596
58.5,61.00000782,0,1,0,0,0,1,20.99999635,12043.10887,456.527681,-173.9166148,673.0839305
61.5,61.00000782,0,1,0,0,0,1,21.55556395,12560.49902,474.4722538,-177.1944362,524.5557105
64.5,61.00000782,0,1,0,0,0,1,19.88889714,12775.05461,469.416684,-178.2500099,528.7221479
67.5,61.00000782,0,1,0,0,0,1,18.5000043,13096.13727,473.805525,-184.2777328,542.7500152
70.5,61.00000782,0,1,0,0,0,1,18.0555538,13389.55447,478.24999,-193.9166458,540.2222186
73.5,61.00000782,0,1,0,0,0,1,18.11110618,13633.13802,482.4443991,-200.944441,554.8055414
76.5,61.00000782,0,1,0,0,0,1,18.88888812,13815.58289,494.3610527,-206.8055393,532.8334362
79.5,61.00000782,0,1,0,0,0,1,19.30555506,13880.13927,501.1944486,-209.4166735,528.5554913
82.5,61.00000782,0,1,0,0,0,1,19.52777474,13849.86146,502.5277803,-211.0000123,539.8888171
85.5,61.00000782,0,1,0,0,0,1,19.58333054,13975.9989,507.3055287,-212.2777614,565.3609738
88.5,61.00000782,0,1,0,0,0,1,19.86110338,14382.02556,524.0554476,-218.6110722,573.027827
91.5,61.00000782,0,1,0,0,0,1,19.66666642,14826.60927,537.6944064,-239.9998942,588.9443575
94.5,61.00000782,0,1,0,0,0,1,19.1944413,15404.32989,551.0832474,-265.4444004,573.306098
97.5,61.00000782,0,1,0,0,0,1,19.55554756,16142.10932,577.7776493,-284.0000006,473.5838902
100.5,61.00000782,0,1,0,0,0,1,21.3611023,16540.58258,602.6943889,-287.1666649,405.0001091
103.5,61.00000782,0,1,0,0,0,1,22.11111233,16758.36096,611.4444635,-294.3888947,392.0834817
106.5,61.00000782,0,1,0,0,0,1,21.3611076,16921.52745,607.5833709,-297.4444573,363.5834855
109.5,61.00000782,0,1,0,0,0,1,20.30555478,16968.38927,600.6667266,-297.7221862,360.0275659
112.5,61.00000782,0,1,0,0,0,1,19.11112054,17290.77528,603.1943901,-304.6388271,392.8332067
115.5,61.00000782,0,1,0,0,0,1,18.99999717,17954.63727,620.4999299,-318.527791,367.5836109
118.5,61.00000782,0,1,0,0,0,1,19.33333804,18062.38908,623.194475,-313.4167056,316.7223044
121.5,61.00000782,0,1,0,0,0,1,17.61112082,18277.77665,620.1111168,-318.8610656,332.1942589
124.5,61.00000782,0,1,0,0,0,1,16.44444291,18793.52528,624.2777381,-336.722157,352.6110688
127.5,61.00000782,0,1,0,0,0,1,16.27777114,19831.68827,652.8331389,-358.6943308,336.7222827
130.5,61.00000782,0,1,0,0,0,1,16.13889645,21194.3008,694.6665128,-382.1943611,307.9999385
133.5,61.00000782,0,1,0,0,0,1,16,21643.19733,708.6945446,-386.6945439,316.6388204
136.5,61.00000782,0,1,0,0,0,1,16.6111051,19766.21032,644.9172087,-370.6390439,375.3050807
139.5,61.00000782,0,1,0,0,0,1,17.22221895,17872.75858,578.1114178,-366.8890102,485.1387039
142.5,61.00000782,0,1,0,0,0,1,17.94444469,16989.59119,546.6947096,-347.4723349,445.5555703
145.5,61.00000782,0,1,0,0,0,1,17.16667688,15858.39938,507.6392466,-316.7503543,404.3613139
148.5,61.00000782,0,1,0,0,0,1,16.36112279,14455.89763,461.1669328,-275.6112728,395.4997237
151.5,61.00000782,0,1,0,0,0,1,16.49998006,14380.24745,462.2498808,-273.55575,388.1669791
154.5,61.00000782,0,1,0,0,0,1,17.812494,14914.78781,490.4063841,-287.0627338,418.0937165
157.5,61.00000782,0,1,0,0,0,1,18.4285551,14917.57795,497.7144183,-284.0006081,398.5003859
160.5,61.00000782,0,1,0,0,0,1,19.45454912,13433.0067,453.5002188,-241.1365298,432.7727635
163.5,61.00000782,0,1,0,0,0,1,19.7419398,12091.49015,403.5486493,-201.0325409,448.0325321
166.5,61.00000782,0,1,0,0,0,1,20.0624887,11365.13416,377.218988,-183.4376993,459.1873696
169.5,61.00000782,0,1,0,0,0,1,22.71427634,10249.00673,361.1429953,-178.714264,519.7851269
172.5,61.00000782,0,1,0,0,0,1,21.9999936,10417.7522,370.0000593,-180.950393,480.4011749
175.5,61.00000782,0,1,0,0,0,1,19.75,10664.50066,372.5000689,-171.0001966,421.7501856
178.5,61.00000782,0,0,0,0,0,0,18,10062.67127,348.0001209,-167.9996115,504.3315346
-169.5,58.00000782,0,0,0,0,0,0,24,4708.000052,181,-43.00000305,604.0000305
-160.5,58.00000782,0,1,0,0,0,1,24.53845957,8123.23226,290.6154309,-96.76927586,707.6922261
-157.5,58.00000782,0,1,0,0,0,1,26.73333265,7420.734923,277.2333764,-76.76670427,566.7332701
-154.5,58.00000782,0,1,0,0,0,1,29.03703418,6494.46486,254.9445066,-59.5000266,983.8515139
-151.5,58.00000782,0,1,0,0,0,1,30.08333132,5367.084669,211.333389,-25.66669907,1297.916367
-145.5,58.00000782,0,0,0,0,0,0,24,4094.999873,152.9999894,9,1437.999852
-139.5,58.00000782,0,1,0,0,0,1,30.66667848,6134.335164,253.0000744,-43.33349615,2546.665477
-136.5,58.00000782,0,1,0,0,0,1,30.08333239,5752.293552,239.3334077,-43.87504583,1761.957857
-133.5,58.00000782,0,1,0,0,0,1,28.86111025,6758.777942,279.9722343,-71.41669678,1422.52713
-130.5,58.00000782,0,1,0,0,0,1,29.69444243,8827.028738,359.3333652,-129.1944701,640.3052823
-127.5,58.00000782,0,1,0,0,0,1,27.41666644,10101.52949,411.8611588,-164.6944701,486.3611293
-124.5,58.00000782,0,1,0,0,0,1,26.30555659,10874.97174,422.1388851,-167.5278045,485.3333161
-121.5,58.00000782,0,1,0,0,0,1,24.16666651,12480.88927,469.9444555,-178.3055957,451.5000378
-118.5,58.00000782,0,1,0,0,0,1,23.49999507,12944.94516,485.4166822,-187.6389207,422.0555436
-115.5,58.00000782,0,1,0,0,0,1,22.80555661,13257.02843,496.888894,-196.5000099,425.7777305
-112.5,58.00000782,0,1,0,0,0,1,22.61110861,13539.97229,507.5277665,-200.5555814,415.1388854
-109.5,58.00000782,0,1,0,0,0,1,21.11111188,13905.58359,511.5000107,-210.3888994,408.5555239
-106.5,58.00000782,0,1,0,0,0,1,20.44444291,14135.22292,512.7500284,-222.5555729,435.0832188
-103.5,58.00000782,0,1,0,0,0,1,19.16666681,14204.4165,508.8333259,-230.8611103,481.4166402
-100.5,58.00000782,0,1,0,0,0,1,18.69444232,14660.33405,525.6111193,-247.2500242,447.8888022
-97.5,58.00000782,0,1,0,0,0,1,19.24999847,14376.83376,517.3888906,-250.2500076,465.1110686
-94.5,58.00000782,0,1,0,0,0,1,18.60606019,14217.93975,509.3030391,-252.8181988,443.1818087
-91.5,58.00000782,0,1,0,0,0,1,18.31818398,14098.99999,504.3181922,-243.8636419,460.2726884
-88.5,58.00000782,0,1,0,0,0,1,18.66667013,13888.00089,498.666689,-238.3333593,459.999959
-79.5,58.00000782,0,1,0,0,0,1,18,12286.72773,436.7272882,-229.000003,411.4545028
-76.5,58.00000782,0,1,0,0,0,1,17.31034378,12081.2069,424.6551759,-229.827599,454.9652993
-73.5,58.00000782,0,1,0,0,0,1,17.55555501,12045.80526,424.1388701,-226.2500195,510.1387943
-70.5,58.00000782,0,1,0,0,0,1,18.2222188,12104.36011,431.1388333,-222.8055803,521.6944311
-67.5,58.00000782,0,1,0,0,0,1,19.11110943,12024.4825,437.2222342,-214.8148327,536.9628995
-64.5,58.00000782,0,1,0,0,0,1,18.9714238,10783.45857,398.5428774,-206.0000443,584.028359
-61.5,58.00000782,0,1,0,0,0,1,21.03570436,9907.431451,380.3929298,-175.5358517,709.2142819
-7.5,58.00000782,0,0,0,0,0,0,35.74997969,3535.748982,149.7499482,37.25003321,1319.372842
-4.5,58.00000782,0,0,0,0,0,1,34.99999544,4262.372923,184.3332301,15.83340544,1234.126374
-1.5,58.00000782,0,0,0,0,0,1,37.60002121,3851.450793,173.3000525,31.09992816,848.949905
4.5,58.00000782,0,0,0,0,0,1,23.33335907,4853.66061,176.9997967,12.33354322,1510.330502
7.5,58.00000782,0,1,0,0,0,1,23.94999894,5739.146719,214.4498619,-22.04997818,1409.45224
10.5,58.00000782,0,0,0,0,0,1,24.24999581,6479.849188,243.1749765,-11.25001265,729.6502457
13.5,58.00000782,0,0,0,0,0,1,27.17142662,6835.742923,267.9999391,-24.08568769,724.8575239
16.5,58.00000782,0,0,0,0,0,1,25.98277278,6897.483564,267.5001009,-18.44836195,558.7247405
19.5,58.00000782,0,0,0,0,0,1,22.99999872,6720.375462,246.8750006,-9.74998279,518.1249062
22.5,58.00000782,0,0,0,0,0,1,22.54999951,7691.197435,279.6999327,-35.89994654,628.8498559
25.5,58.00000782,0,0,0,0,0,1,22.00000222,8331.71231,304.4856267,-53.82850862,649.3143283
28.5,58.00000782,0,0,0,0,0,1,22.52777541,8906.24865,327.3888031,-68.36109042,639.9444231
31.5,58.00000782,0,0,0,0,0,1,23.58332672,9236.27655,346.222147,-78.02773205,628.6665422
34.5,58.00000782,0,0,0,0,0,1,23.36111028,9578.970647,358.9721846,-88.27776741,658.7780877
37.5,58.00000782,0,0,0,0,0,1,21.86111328,9982.775835,372.0554975,-94.11107851,604.8056494
40.5,58.00000782,0,0,0,0,0,1,20.80556652,10389.58256,383.416658,-101.3888989,607.4166026
43.5,58.00000782,0,0,0,0,0,1,19.9722291,10576.35984,386.8888832,-106.4444194,618.083395
46.5,58.00000782,0,0,0,0,0,1,19.33334203,10956.44288,397.7221945,-115.9722089,610.8334158
49.5,58.00000782,0,0,0,0,0,1,18.33333473,11251.72123,404.8888317,-122.0277527,618.38895
52.5,58.00000782,0,1,0,0,0,1,19.49999367,11480.66626,421.4444025,-130.4444279,604.5555969
55.5,58.00000782,0,1,0,0,0,1,19.94443943,11570.94388,424.9999845,-134.8888823,620.4721711
58.5,58.00000782,0,1,0,0,0,1,21.13888212,11684.722,431.4166602,-147.1944624,659.4170374
61.5,58.00000782,0,1,0,0,0,1,21.00000421,11930.5813,437.2499631,-142.9166378,509.8059856
64.5,58.00000782,0,1,0,0,0,1,19.7222249,12509.96985,450.6110639,-156.9721579,481.0000289
67.5,58.00000782,0,1,0,0,0,1,19.11110866,12945.47022,465.0277205,-169.5277205,484.5833847
70.5,58.00000782,0,1,0,0,0,1,19.52777476,13261.52686,474.7499704,-178.1110977,474.2500091
73.5,58.00000782,0,1,0,0,0,1,20.22220985,13423.30482,483.0832943,-184.0277531,490.9721792
76.5,58.00000782,0,1,0,0,0,1,20.19444666,13612.88849,489.5555505,-190.2222222,505.6389176
79.5,58.00000782,0,1,0,0,0,1,20.19444445,13596.05645,490.1944579,-190.1944672,492.8612555
82.5,58.00000782,0,1,0,0,0,1,20.88888328,13396.16797,487.1667102,-186.2778156,486.2499129
85.5,58.00000782,0,1,0,0,0,1,20.44444444,13308.8057,480.7500229,-180.6389083,532.33314
88.5,58.00000782,0,1,0,0,0,1,21.16666788,13449.94434,491.0277468,-183.7222259,505.0002523
91.5,58.00000782,0,1,0,0,0,1,21.27777669,13556.22212,495.3333636,-191.3888689,486.805573
94.5,58.00000782,0,1,0,0,0,1,20.97222109,14013.52464,509.7221049,-210.2499237,458.6949058
97.5,58.00000782,0,1,0,0,0,1,21.88887572,14594.52793,539.861021,-225.1111481,392.694762
100.5,58.00000782,0,1,0,0,0,1,24.27775336,14268.36403,545.2500473,-218.9444811,358.9721659
103.5,58.00000782,0,1,0,0,0,1,23.88889627,15027.13239,564.4998654,-241.7775783,390.7219869
106.5,58.00000782,0,1,0,0,0,1,22.38889329,15916.66594,577.972264,-267.5277506,402.7499693
109.5,58.00000782,0,1,0,0,0,1,22.13888806,15530.05949,561.3890081,-263.1110912,411.2497873
112.5,58.00000782,0,1,0,0,0,1,21.13889967,16075.99346,574.8331549,-286.0553176,461.3329212
115.5,58.00000782,0,1,0,0,0,1,20.38887605,17353.16493,611.6943439,-328.9720135,473.361113
118.5,58.00000782,0,1,0,0,0,1,21.33332937,17382.22379,616.638928,-324.5001222,406.1113217
121.5,58.00000782,0,1,0,0,0,1,20.25000677,17107.25167,598.3056828,-303.6388971,421.7493967
124.5,58.00000782,0,1,0,0,0,1,18.08334183,16754.58416,573.9722893,-293.694481,549.1938849
127.5,58.00000782,0,1,0,0,0,1,17.50000956,17952.04453,607.7218923,-327.194248,543.6950411
130.5,58.00000782,0,1,0,0,0,1,17.08333573,19609.63427,655.9998453,-363.8611153,461.4171639
133.5,58.00000782,0,1,0,0,0,1,16.91666581,19226.233,642.2781274,-354.361353,457.4998628
136.5,58.00000782,0,1,0,0,0,1,17.36110145,16208.54979,540.0840675,-301.3612833,519.4151356
139.5,58.00000782,0,1,0,0,0,1,17.24138239,13938.66314,462.448542,-259.069125,638.7928301
142.5,58.00000782,0,1,0,0,0,1,17.55555556,13403.00699,442.8891194,-228.4447883,507.3341617
145.5,58.00000782,0,1,0,0,0,1,17,13106.83524,427.3334095,-219.8334084,440.3334533
148.5,58.00000782,0,1,0,0,0,1,15.80000192,12072.80331,389.400142,-200.2005144,464.2013305
151.5,58.00000782,0,1,0,0,0,1,15.85714286,10970.56532,356.4283112,-181.2851011,509.9989203
154.5,58.00000782,0,1,0,0,0,1,17.99997911,11915.00108,396.1998925,-197.0009264,521.2013742
157.5,58.00000782,0,1,0,0,0,1,20.76469286,9953.234896,352.2352072,-154.2351626,570.2937059
160.5,58.00000782,0,1,0,0,0,1,21.45455256,10547.3951,375.4545718,-178.7273787,642.6056993
163.5,58.00000782,0,1,0,0,0,1,22.29410958,9771.12672,343.7062257,-143.0593911,596.2364592
-166.5,55.00000782,0,0,0,0,0,0,24.99999857,4224.666842,177.3333433,-11.00002245,940.3332934
-163.5,55.00000782,0,1,0,0,0,1,26.91666667,4587.250695,180.9166842,-19.25002265,947.7500186
-160.5,55.00000782,0,1,0,0,0,1,26.50000157,5175.563654,200.8750322,-31.50001858,757.9374799
-157.5,55.00000782,0,1,0,0,0,1,26.99999786,5578.600625,218.4000208,-38.00004947,600.1999702
-154.5,55.00000782,0,0,0,0,0,0,28,5104.000624,202.000029,-18.99997098,854.999942
-133.5,55.00000782,0,1,0,0,0,0,30.89473545,4370.84226,182.8421006,10.94734915,2798.948084
-130.5,55.00000782,0,1,0,0,0,1,30.96875356,5523.562081,227.0781219,-21.39063086,1990.671831
-127.5,55.00000782,0,1,0,0,0,1,29.27777853,7754.360453,333.0277437,-87.02778457,772.7781482
-124.5,55.00000782,0,1,0,0,0,1,29.38888704,8988.221915,379.2222087,-112.4722738,526.6665299
-121.5,55.00000782,0,1,0,0,0,1,28.74999571,9158.639903,375.8611294,-109.361126,671.5276153
-118.5,55.00000782,0,1,0,0,0,1,28.49999186,10092.41746,408.9166538,-123.5555752,523.3888673
-115.5,55.00000782,0,1,0,0,0,1,28.13888791,11056.00026,451.6111266,-143.1111259,516.3055237
-112.5,55.00000782,0,1,0,0,0,1,26.41666131,11675.52803,456.4166834,-151.2778001,467.0000775
-109.5,55.00000782,0,1,0,0,0,1,24.16667158,12445.41611,475.3611051,-169.2499886,449.861121
-106.5,55.00000782,0,1,0,0,0,1,23.22222298,13143.74984,493.8333163,-184.1944501,465.8888611
-103.5,55.00000782,0,1,0,0,0,1,21.80555657,13685.47181,509.5277625,-198.3333395,493.7500413
-100.5,55.00000782,0,1,0,0,0,1,20.66666601,13876.00049,511.3889099,-202.6944633,480.6944584
-97.5,55.00000782,0,1,0,0,0,1,20.44444408,14051.55551,516.0555562,-213.5555582,488.444455
-94.5,55.00000782,0,1,0,0,0,1,19.97222415,14113.52829,513.8333572,-220.9166832,514.4721075
-91.5,55.00000782,0,1,0,0,0,1,19.22222144,13940.77839,504.1389096,-225.7500141,543.4165513
-88.5,55.00000782,0,1,0,0,0,1,19.17142629,13727.14353,498.1714381,-223.2857397,539.8856523
-85.5,55.00000782,0,1,0,0,0,1,20.15384145,13380.34689,496.6153857,-215.9615585,545.3460913
-82.5,55.00000782,0,0,0,0,0,1,21.0666624,12995.00097,490.1333528,-210.5333529,525.2000524
-79.5,55.00000782,0,1,0,0,0,1,20.24999595,12256.5626,450.1250091,-208.3125092,551.3747398
-76.5,55.00000782,0,1,0,0,0,1,19.47059014,12430.64643,445.5588035,-214.9705819,647.0291929
-73.5,55.00000782,0,1,0,0,0,1,18.80555616,12562.91624,448.94442,-219.9444446,684.5275789
-70.5,55.00000782,0,1,0,0,0,1,18.55555337,12684.22221,456.5277595,-223.1389024,730.9442254
-67.5,55.00000782,0,1,0,0,0,1,19.44444124,12431.27873,455.9166708,-216.9722565,753.1943783
-64.5,55.00000782,0,1,0,0,0,1,20.83332916,11941.39015,452.2777983,-208.361133,749.5274078
-61.5,55.00000782,0,1,0,0,0,1,21.79999842,10586.08829,408.2000852,-174.6857962,879.3139208
-58.5,55.00000782,0,1,0,0,0,1,22.40475216,9243.645424,360.1429289,-133.5000957,920.5238536
-55.5,55.00000782,0,0,0,0,0,0,23.5,7923.505875,317.5002319,-106.5001545,966.0002699
-10.5,55.00000782,0,0,0,0,0,1,40.00001611,3351.246667,155.499823,51.25005863,1222.000954
-7.5,55.00000782,0,0,0,0,0,1,38.80769305,3684.229044,163.8076125,41.96156245,1161.154391
-4.5,55.00000782,0,0,0,0,0,1,36.42307235,4257.883868,183.4999387,25.84618023,1283.232183
-1.5,55.00000782,0,0,0,0,0,1,36.52174011,4431.174799,192.7826301,27.69554146,859.2628214
7.5,55.00000782,0,0,0,0,0,1,26.91662148,5727.000531,218.4999139,11.25003099,812.8333524
10.5,55.00000782,0,0,0,0,0,1,26.38237728,6005.557666,230.823497,5.352954482,678.2361279
13.5,55.00000782,0,0,0,0,0,1,25.70371836,6303.62939,236.40742,2.185174763,601.0743761
16.5,55.00000782,0,0,0,0,0,1,24.41177851,7323.764132,271.7058505,-20.41168534,620.7942575
19.5,55.00000782,0,0,0,0,0,1,24.47059195,7525.349969,280.2939981,-26.99998017,646.7647406
22.5,55.00000782,0,0,0,0,0,1,25.11109907,7921.498154,294.305441,-39.22215223,674.9448249
25.5,55.00000782,0,0,0,0,0,1,25.27778766,8295.803888,311.527714,-48.99995121,644.1943218
28.5,55.00000782,0,0,0,0,0,1,23.97221952,8871.998265,329.111035,-61.3888566,641.8056286
31.5,55.00000782,0,0,0,0,0,1,23.63888676,9183.193152,340.2221962,-69.16665734,631.3889369
34.5,55.00000782,0,0,0,0,0,1,22.86111581,9617.887392,351.5832876,-78.22222018,627.9445037
37.5,55.00000782,0,0,0,0,0,1,21.80555433,10021.5255,362.6110429,-82.888861,635.0557607
40.5,55.00000782,0,0,0,0,0,1,21.36111275,10623.88712,381.1388478,-91.33331513,588.0000669
43.5,55.00000782,0,0,0,0,0,1,20.30556182,10966.0259,386.9166179,-98.27775094,569.6390703
46.5,55.00000782,0,0,0,0,0,1,19.97221569,11422.80357,402.9165753,-108.5555359,547.38902
49.5,55.00000782,0,0,0,0,0,1,19.83333244,11786.85958,416.9999508,-115.3055366,540.4721913
52.5,55.00000782,0,0,0,0,0,1,20.74999565,12003.16548,431.4443591,-124.2499494,552.8888535
55.5,55.00000782,0,0,0,0,0,1,22.44443303,12214.66501,446.4999131,-133.0554682,556.1111479
58.5,55.00000782,0,0,0,0,0,1,22.80555975,12493.08254,458.7222067,-157.0277084,547.5277011
61.5,55.00000782,0,1,0,0,0,1,21.38889726,12593.69228,451.333301,-144.1944522,449.7506226
