project,c_label,s_label,species_id,isotype,strain_name,collection_date_UTC,collection_local_time,collection_altitude,collection_cluster_3km,collection_location,collection_island,collection_trail,landscape,ambient_humidity,substrate,substrate_notes,substrate_other,ambient_temperature,substrate_temperature,gridsect,gridsect_index,gridsect_radius,grid_sect_direction,isolation_date_UTC,worms_on_sample,approximate_number_of_worms,proliferating,pcr_product_its2,pcr_product_ssu,general_notes,manual_blast_notes,possible_new_caeno_sp,make_strain_name,reason_strain_not_named,collection_type,lc_id,lc_area_km2,lc_detailed,lc_general,lc_biome,lc_major,lc_moisture,habstatus_id,habstatus,veg_id,veg_class,NatServElem,soil_moisture_ann,tair_ann,tsurf_ann,leaf_area_index_ann,rainfall_mm_ann,collection_longitude,collection_latitude
2017-Aug,C-1147,S-05883,,,,2017-08-11,57000,1104,,,Kauai,,,82.1,Vegetal_litter/mix,,,21.2,18.7,no,,,,2017-08-19,Yes,Proliferating (25+),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,13,Hawai'i Lowland Mesic Forest,,0.503193318843842,16.2944869995117,13.8537502288818,3.83767437934876,1591.03234863281,-159.6520226,22.12468042
2017-Aug,C-2714,X-028,,,,2017-08-11,57180,1092.871795,,,Kauai,,,80.2,Vegetal_litter/mix,,,20.5,20.2,no,,,,2017-08-19,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,41,11.3157,Wetland vegetation,Wetland,Wetland,Other,N/A,1,Disturbed,32,Hawaiian Introduced Wet-Mesic Forest,,0.507673621177673,16.3204765319824,13.889666557312,3.58213353157043,1624.59008789063,-159.650711,22.125064
2017-Aug,C-1287,,,,,2017-08-11,57720,1128.712963,,,Kauai,,,86.3,Vegetal_litter/mix,,,20.5,18.9,no,,,,2017-08-19,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657908,22.130728
2017-Aug,C-1288,X-004,,,,2017-08-11,57780,1124.984375,,,Kauai,,,88.2,Vegetal_litter/mix,,,19.4,18.8,no,,,,2017-08-19,Yes,Very Few (1-3),0,,0,,,,,,unknown nematode,43,191.164,Developed open space,Developed,Developed,Developed,N/A,2,Introduced,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657503,22.130592
2017-Aug,C-1151,X-037,,,,2017-08-11,57900,1125.504,,,Kauai,,,82.3,Vegetal_litter/mix,,,21.2,18.5,no,,,,2017-08-19,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,8,122.853,Closed koa-ohia mesic forest,Native Mesic Forest,Mesic Forest,Forest,Mesic,3,Native,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657189,22.130964
2017-Aug,C-1289,S-05900,,,,2017-08-11,57900,1114.796296,,,Kauai,,,86.2,Vegetal_litter/mix,,,19.2,18.5,no,,,,2017-08-19,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,8,122.853,Closed koa-ohia mesic forest,Native Mesic Forest,Mesic Forest,Forest,Mesic,3,Native,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657286,22.130642
2017-Aug,C-1144,X-030,,,,2017-08-11,58200,1142.631841,,,Kauai,,,83.3,Vegetal_litter/mix,,,21.2,19.6,no,,,,2017-08-19,Yes,Very Few (1-3),0,0,1,,,,,,non-Caeno,8,122.853,Closed koa-ohia mesic forest,Native Mesic Forest,Mesic Forest,Forest,Mesic,3,Native,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657306,22.130783
2017-Aug,C-1148,,,,,2017-08-11,58260,1123.986301,,,Kauai,,,78.2,Other,,,21.1,21,no,,,,2017-08-19,No,,,,,,,,,,no nematode,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,3,Native,2,Developed-Low Intensity,,0.557945549488068,16.0917320251465,13.6307497024536,3.17964816093445,1554.50219726563,-159.657161,22.129439
2017-Aug,C-1296,,,,,2017-08-11,58500,1115.640449,,,Kauai,,,81.8,Vegetal_litter/mix,,,20.5,17.8,no,,,,2017-08-19,No,,,,,,,,,,no nematode,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,1,Disturbed,2,Developed-Low Intensity,,0.557945549488068,16.0917320251465,13.6307497024536,3.17964816093445,1554.50219726563,-159.658353,22.129211
2017-Aug,C-1191,S-05777,,,,2017-08-11,58920,1123.659794,,,Kauai,,,63.9,Vegetal_litter/mix,,,24,25,no,,,,2017-08-18,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,2,Introduced,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657847,22.130219
2017-Aug,C-1191,S-05857,,,,2017-08-11,58920,1123.659794,,,Kauai,,,63.9,Vegetal_litter/mix,,,24,25,no,,,,2017-08-18,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,2,Introduced,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.499132663011551,16.1461658477783,13.6839170455933,3.22656559944153,1554.18200683594,-159.657847,22.130219
2017-Aug,C-1297,,,,,2017-08-11,59100,1110.342857,,,Kauai,,,63.3,Rotting_wood,,,24,20,no,,,,2017-08-19,No,,,,,,,,,,no nematode,8,122.853,Closed koa-ohia mesic forest,Native Mesic Forest,Mesic Forest,Forest,Mesic,3,Native,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.476220905780792,16.4245376586914,12.4414167404175,1.47228753566742,1378.39868164063,-159.6715,22.112164
2017-Aug,C-1156,S-05774,Panagrolaimus sp.,,,2017-08-11,59160,1097.767296,,,Kauai,,,64.7,Vegetal_litter/mix,,,22.6,24.2,no,,,,2017-08-18,Yes,Few (4-10),1,1,1,,,,,,non-Caeno,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,1,Disturbed,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.476220905780792,16.4245376586914,12.4414167404175,1.47228753566742,1378.39868164063,-159.671247,22.112181
2017-Aug,C-1156,S-05775,,,,2017-08-11,59160,1097.767296,,,Kauai,,,64.7,Vegetal_litter/mix,,,22.6,24.2,no,,,,2017-08-18,Yes,Few (4-10),0,,,,,,,,unknown nematode,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,1,Disturbed,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.476220905780792,16.4245376586914,12.4414167404175,1.47228753566742,1378.39868164063,-159.671247,22.112181
2017-Aug,C-1291,,,,,2017-08-11,59340,1070.606061,,,Kauai,,,66.6,Vegetal_litter/mix,,,22.6,22.1,no,,,,2017-08-19,Tracks,,,,,,,,,,unknown nematode,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,1,Disturbed,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.471591740846634,16.8054370880127,14.2944164276123,3.91205859184265,1333.21459960938,-159.674731,22.105583
2017-Aug,C-1286,,,,,2017-08-11,59520,1074.471429,,,Kauai,,,61.3,Vegetal_litter/mix,,,24,21.2,no,,,,2017-08-19,No,,,,,,,,,,no nematode,45,535.657,Low intensity developed,Developed,Developed,Developed,N/A,3,Native,15,Hawai'i Montane-Subalpine Mesic Forest,CES412.406,0.468511939048767,16.7733402252197,10.7275829315186,2.37969160079956,1299.52917480469,-159.674411,22.09445
2017-Aug,C-0754,,,,,2017-08-12,30660,488.3479319,,,Molokai,,,73.1,Vegetal_litter/mix,,,24.9444444444445,21.7,yes,18,,A,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005236,21.177097
2017-Aug,C-0626,S-05642,,,,2017-08-12,30960,531.6826923,,,Molokai,,,73.2,Vegetal_litter/mix,,,23.3,21.7,yes,18,,A,2017-08-15,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005386,21.177153
2017-Aug,C-0768,,,,,2017-08-12,30960,489,,,Molokai,,,73.6,Vegetal_litter/mix,,,23.3,21.7,yes,18,,A,2017-08-15,Tracks,,,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005388,21.177006
2017-Aug,C-0772,S-06469,,,,2017-08-12,30960,530.6057692,,,Molokai,,,79.6,Vegetal_litter/mix,,,23.3,21.6,yes,18,,A,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.477389544248581,20.4378547668457,17.9125823974609,4.78621768951416,1353.74755859375,-156.998814,21.151286
2017-Aug,C-0772,S-06473,,,,2017-08-12,30960,530.6057692,,,Molokai,,,79.6,Vegetal_litter/mix,,,23.3,21.6,yes,18,,A,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.477389544248581,20.4378547668457,17.9125823974609,4.78621768951416,1353.74755859375,-156.998814,21.151286
2017-Aug,C-0759,S-06499,,,,2017-08-12,31140,489,,,Molokai,,,85.9,Vegetal_litter/mix,,,22.2,20.4,yes,18,,B,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.0053879,21.1770063
2017-Aug,C-0759,S-06500,,,,2017-08-12,31140,489,,,Molokai,,,85.9,Vegetal_litter/mix,,,22.2,20.4,yes,18,,B,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.0053879,21.1770063
2017-Aug,C-0778,S-05649,,,,2017-08-12,31140,536.7486034,,,Molokai,,,85.9,Vegetal_litter/mix,,,22.2,20.7,yes,18,,B,2017-08-15,Yes,Few (4-10),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005272,21.177161
2017-Aug,C-0778,S-06463,,,,2017-08-12,31140,536.7486034,,,Molokai,,,85.9,Vegetal_litter/mix,,,22.2,20.7,yes,18,,B,2017-08-15,Yes,Few (4-10),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005272,21.177161
2017-Aug,C-0645,S-06482,,,,2017-08-12,31200,536.5702479,,,Molokai,,,85.9,Vegetal_litter/mix,,,22.2,21.4,yes,18,,B,2017-08-15,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.452558130025864,20.586799621582,18.05641746521,4.77449893951416,1173.24890136719,-157.005756,21.177225
2017-Aug,C-0645,S-06483,,,,2017-08-12,31200,536.5702479,,,Molokai,,,85.9,Vegetal_litter/mix,,,22.2,21.4,yes,18,,B,2017-08-15,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.452558130025864,20.586799621582,18.05641746521,4.77449893951416,1173.24890136719,-157.005756,21.177225
2017-Aug,C-0647,S-06450,,,,2017-08-12,31260,522.6443769,,,Molokai,,,87.3,Vegetal_litter/mix,,,22.2,22,yes,18,,C,2017-08-15,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005344,21.176989
2017-Aug,C-0760,S-06474,,,,2017-08-12,31260,489,,,Molokai,,,87.3,Vegetal_litter/mix,,,22.2,21.1,yes,18,,C,2017-08-15,Yes,Some (11-25),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005394,21.177024
2017-Aug,C-0762,S-05646,,,,2017-08-12,31260,502.1644737,,,Molokai,,,87.3,Vegetal_litter/mix,,,22.2,20.9,yes,18,,C,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005667,21.177108
2017-Aug,C-0762,S-05652,,,,2017-08-12,31260,502.1644737,,,Molokai,,,87.3,Vegetal_litter/mix,,,22.2,20.9,yes,18,,C,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005667,21.177108
2017-Aug,C-0757,,,,,2017-08-12,31380,498,,,Molokai,,,86.3,Vegetal_litter/mix,,,22.2,22,yes,18,,D,2017-08-15,Tracks,,,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005458,21.177017
2017-Aug,C-0766,,,,,2017-08-12,31380,502.0717949,,,Molokai,,,86.3,Arthropod,,,22.2,21.9,yes,18,,D,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005419,21.177119
2017-Aug,C-0627,S-06495,,,,2017-08-12,31440,488.7848837,,,Molokai,,,86.3,Vegetal_litter/mix,,,22.2,23.1,yes,18,,D,2017-08-15,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005517,21.176986
2017-Aug,C-0648,S-06445,,,,2017-08-12,31620,557.5041322,,,Molokai,,,86.3,Vegetal_litter/mix,,,21.5,21.2,yes,18,,E,2017-08-15,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005483,21.177225
2017-Aug,C-0764,S-06478,,,,2017-08-12,31620,498,,,Molokai,,,86.3,Vegetal_litter/mix,,,21.5,21.5,yes,18,,E,2017-08-15,Yes,Very Few (1-3),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005458,21.177017
2017-Aug,C-0770,S-06481,,,,2017-08-12,31620,490.8519313,,,Molokai,,,86.3,Vegetal_litter/mix,,,21.5,21.7,yes,18,,E,2017-08-15,Yes,Few (4-10),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005414,21.177047
2017-Aug,C-0770,S-06488,,,,2017-08-12,31620,490.8519313,,,Molokai,,,86.3,Vegetal_litter/mix,,,21.5,21.7,yes,18,,E,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005414,21.177047
2017-Aug,C-0624,S-06460,,,,2017-08-12,31740,507.6340852,,,Molokai,,,89.7,Vegetal_litter/mix,,,21.5,21.3,yes,18,,F,2017-08-15,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005439,21.177158
2017-Aug,C-0624,S-06461,,,,2017-08-12,31740,507.6340852,,,Molokai,,,89.7,Vegetal_litter/mix,,,21.5,21.3,yes,18,,F,2017-08-15,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005439,21.177158
2017-Aug,C-0755,,,,,2017-08-12,31740,498,,,Molokai,,,89.7,Vegetal_litter/mix,,,21.5,20.9,yes,18,,F,2017-08-15,Tracks,,,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005463,21.177075
2017-Aug,C-0777,,,,,2017-08-12,31740,508.0806452,,,Molokai,,,89.7,Vegetal_litter/mix,,,21.5,21,yes,18,,F,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.00555,21.176969
2017-Aug,C-0758,S-06484,,,,2017-08-12,32040,492.2280702,,,Molokai,,,79.1,Vegetal_litter/mix,,,24.3,21.5,,,,,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005256,21.177061
2017-Aug,C-0758,S-06485,,,,2017-08-12,32040,492.2280702,,,Molokai,,,79.1,Vegetal_litter/mix,,,24.3,21.5,,,,,2017-08-15,Yes,Few (4-10),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005256,21.177061
2017-Aug,C-0774,S-06475,,,,2017-08-12,32220,508.1878173,,,Molokai,,,82.4,Rotting_nut/pod/seed/fruit,,,22.9,23,no,,,,2017-08-15,Yes,Some (11-25),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005086,21.176817
2017-Aug,C-0761,,,,,2017-08-12,32400,489,,,Molokai,,,84.8,Fungus,,,22.2,22.1,no,,,,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005053,21.176421
2017-Aug,C-0765,S-06489,,,,2017-08-12,32460,489,,,Molokai,,,87.3,Fungus,,,21.5,22,no,,,,2017-08-15,Yes,Some (11-25),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.0050015,21.1764271
2017-Aug,C-0765,S-06490,,,,2017-08-12,32460,489,,,Molokai,,,87.3,Fungus,,,21.5,22,no,,,,2017-08-15,Yes,Some (11-25),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.0050015,21.1764271
2017-Aug,C-0623,,,,,2017-08-12,32640,511.619469,,,Molokai,,,89.3,Fungus,,,22.2,22.3,no,,,,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005031,21.176075
2017-Aug,C-0769,S-06452,,,,2017-08-12,32640,510,,,Molokai,,,88.3,Vegetal_litter/mix,,,22.2,22.6,no,,,,2017-08-15,Yes,Very Few (1-3),0,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.004952,21.176117
2017-Aug,C-0763,,,,,2017-08-12,32820,510,,,Molokai,,,90.1,Fungus,,,22.9,22.5,no,,,,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.004993,21.176005
2017-Aug,C-0773,,,,,2017-08-12,33240,509.1833333,,,Molokai,Phallic Rock,,86.7,Fungus,,,22.6,22.5,no,,,,2017-08-15,Tracks,,,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.455279856920242,20.5898017883301,18.0627498626709,4.51594972610474,1188.11706542969,-157.005392,21.175617
2017-Aug,C-0625,,,,,2017-08-12,33360,504,,,Molokai,Phallic Rock,,91.1,Vegetal_litter/mix,,,21.9,22,no,,,,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.456311672925949,20.4746322631836,17.9466667175293,4.78987979888916,1199.49645996094,-157.006187,21.175444
2017-Aug,C-0643,,,,,2017-08-12,33360,502.2534247,,,Molokai,Phallic Rock,,92.6,Vegetal_litter/mix,,,21.9,22.7,no,,,,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.456311672925949,20.4746322631836,17.9466667175293,4.78987979888916,1199.49645996094,-157.006269,21.175278
2017-Aug,C-0767,,,,,2017-08-12,33480,520,,,Molokai,Phallic Rock,,92.6,Rotting_nut/pod/seed/fruit,,,21.9,22.4,no,,,,2017-08-15,No,,,,,,,,,,no nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.456311672925949,20.4746322631836,17.9466667175293,4.78987979888916,1199.49645996094,-157.005953,21.175352
2017-Aug,C-0634,,,,,2017-08-12,34140,498.5283019,,,Molokai,Phallic Rock,,87.2,Vegetal_litter/mix,,,22.6,22.8,yes,19,,A,2017-08-15,Tracks,,,,,,,,,,unknown nematode,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.449759989976883,20.7005805969238,18.1675834655762,4.76535224914551,1158.26904296875,-157.008278,21.175678
2017-Aug,C-0632,S-06486,,,,2017-08-12,34320,497.7321429,,,Molokai,Phallic Rock,,89.6,Rotting_nut/pod/seed/fruit,,,22.6,21.9,yes,19,,A,2017-08-15,Yes,Some (11-25),1,0,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.449759989976883,20.7005805969238,18.1675834655762,4.76535224914551,1158.26904296875,-157.008247,21.175719
2017-Aug,C-0632,S-06487,Oscheius sp.,,,2017-08-12,34320,497.7321429,,,Molokai,Phallic Rock,,89.6,Rotting_nut/pod/seed/fruit,,,22.6,21.9,yes,19,,A,2017-08-15,Yes,Some (11-25),1,1,1,,,,,,non-Caeno,20,878.655,Alien mesic forest,Alien Mesic Forest,Mesic Forest,Forest,Mesic,2,Introduced,32,Hawaiian Introduced Wet-Mesic Forest,,0.449759989976883,20.7005805969238,18.1675834655762,4.76535224914551,1158.26904296875,-157.008247,21.175719
